Company,Type,Plan,Age,Rate
The Order of United Commercial Travelers of America (UCT),NA,M,68,NA
The Order of United Commercial Travelers of America (UCT),NA,M,69,NA
The Order of United Commercial Travelers of America (UCT),NA,M,70,NA
The Order of United Commercial Travelers of America (UCT),NA,M,71,NA
The Order of United Commercial Travelers of America (UCT),NA,M,72,NA
The Order of United Commercial Travelers of America (UCT),NA,M,73,NA
The Order of United Commercial Travelers of America (UCT),NA,M,74,NA
The Order of United Commercial Travelers of America (UCT),NA,M,75,NA
The Order of United Commercial Travelers of America (UCT),NA,M,76,NA
The Order of United Commercial Travelers of America (UCT),NA,M,77,NA
The Order of United Commercial Travelers of America (UCT),NA,M,78,NA
The Order of United Commercial Travelers of America (UCT),NA,M,79,NA
The Order of United Commercial Travelers of America (UCT),NA,M,80,NA
The Order of United Commercial Travelers of America (UCT),NA,M,81,NA
The Order of United Commercial Travelers of America (UCT),NA,M,82,NA
The Order of United Commercial Travelers of America (UCT),NA,M,83,NA
The Order of United Commercial Travelers of America (UCT),NA,M,84,NA
The Order of United Commercial Travelers of America (UCT),NA,M,85,NA
The Order of United Commercial Travelers of America (UCT),NA,M,86,NA
The Order of United Commercial Travelers of America (UCT),NA,M,87,NA
The Order of United Commercial Travelers of America (UCT),NA,M,88,NA
The Order of United Commercial Travelers of America (UCT),NA,M,89,NA
The Order of United Commercial Travelers of America (UCT),NA,M,90,NA
The Order of United Commercial Travelers of America (UCT),NA,M,91,NA
The Order of United Commercial Travelers of America (UCT),NA,M,92,NA
The Order of United Commercial Travelers of America (UCT),NA,M,93,NA
The Order of United Commercial Travelers of America (UCT),NA,M,94,NA
The Order of United Commercial Travelers of America (UCT),NA,M,95,NA
The Order of United Commercial Travelers of America (UCT),NA,M,96,NA
The Order of United Commercial Travelers of America (UCT),NA,M,97,NA
The Order of United Commercial Travelers of America (UCT),NA,M,98,NA
The Order of United Commercial Travelers of America (UCT),NA,M,99+,NA
The Order of United Commercial Travelers of America (UCT),AA,N,> 65,6268.624
The Order of United Commercial Travelers of America (UCT),AA,N,65,2089.552
The Order of United Commercial Travelers of America (UCT),AA,N,66,2176.992
The Order of United Commercial Travelers of America (UCT),AA,N,67,2267.8
The Order of United Commercial Travelers of America (UCT),AA,N,68,2363.536
The Order of United Commercial Travelers of America (UCT),AA,N,69,2455.952
The Order of United Commercial Travelers of America (UCT),AA,N,70,2545.064
The Order of United Commercial Travelers of America (UCT),AA,N,71,2632.56
The Order of United Commercial Travelers of America (UCT),AA,N,72,2715.08
The Order of United Commercial Travelers of America (UCT),AA,N,73,2789.352
The Order of United Commercial Travelers of America (UCT),AA,N,74,2861.952
The Order of United Commercial Travelers of America (UCT),AA,N,75,2926.344
The Order of United Commercial Travelers of America (UCT),AA,N,76,2980.808
The Order of United Commercial Travelers of America (UCT),AA,N,77,3033.608
The Order of United Commercial Travelers of America (UCT),AA,N,78,3081.488
The Order of United Commercial Travelers of America (UCT),AA,N,79,3124.416
The Order of United Commercial Travelers of America (UCT),AA,N,80,3164.008
The Order of United Commercial Travelers of America (UCT),AA,N,81,3205.288
The Order of United Commercial Travelers of America (UCT),AA,N,82,3246.552
The Order of United Commercial Travelers of America (UCT),AA,N,83,3286.168
The Order of United Commercial Travelers of America (UCT),AA,N,84,3322.48
The Order of United Commercial Travelers of America (UCT),AA,N,85,3358.784
The Order of United Commercial Travelers of America (UCT),AA,N,86,3393.432
The Order of United Commercial Travelers of America (UCT),AA,N,87,3429.776
The Order of United Commercial Travelers of America (UCT),AA,N,88,3457.824
The Order of United Commercial Travelers of America (UCT),AA,N,89,3489.176
The Order of United Commercial Travelers of America (UCT),AA,N,90,3517.232
The Order of United Commercial Travelers of America (UCT),AA,N,91,3543.64
The Order of United Commercial Travelers of America (UCT),AA,N,92,3566.744
The Order of United Commercial Travelers of America (UCT),AA,N,93,3589.848
The Order of United Commercial Travelers of America (UCT),AA,N,94,3611.296
The Order of United Commercial Travelers of America (UCT),AA,N,95,3629.456
The Order of United Commercial Travelers of America (UCT),AA,N,96,3647.624
The Order of United Commercial Travelers of America (UCT),AA,N,97,3665.776
The Order of United Commercial Travelers of America (UCT),AA,N,98,3685.592
The Order of United Commercial Travelers of America (UCT),AA,N,99+,3703.744
UnitedHealthcare Insurance Company,CR,A,> 65,3324
UnitedHealthcare Insurance Company,CR,A,65,1119
UnitedHealthcare Insurance Company,CR,A,66,1172
UnitedHealthcare Insurance Company,CR,A,67,1224
UnitedHealthcare Insurance Company,CR,A,68,1277
UnitedHealthcare Insurance Company,CR,A,69,1329
UnitedHealthcare Insurance Company,CR,A,70,1382
UnitedHealthcare Insurance Company,CR,A,71,1434
UnitedHealthcare Insurance Company,CR,A,72,1487
UnitedHealthcare Insurance Company,CR,A,73,1539
UnitedHealthcare Insurance Company,CR,A,74,1592
UnitedHealthcare Insurance Company,CR,A,75,1924
UnitedHealthcare Insurance Company,CR,A,76,1924
UnitedHealthcare Insurance Company,CR,A,77,1924
UnitedHealthcare Insurance Company,CR,A,78,1924
UnitedHealthcare Insurance Company,CR,A,79,1924
UnitedHealthcare Insurance Company,CR,A,80,1924
UnitedHealthcare Insurance Company,CR,A,81,1924
UnitedHealthcare Insurance Company,CR,A,82,1924
UnitedHealthcare Insurance Company,CR,A,83,1924
UnitedHealthcare Insurance Company,CR,A,84,1924
UnitedHealthcare Insurance Company,CR,A,85,1924
UnitedHealthcare Insurance Company,CR,A,86,1924
UnitedHealthcare Insurance Company,CR,A,87,1924
UnitedHealthcare Insurance Company,CR,A,88,1924
UnitedHealthcare Insurance Company,CR,A,89,1924
UnitedHealthcare Insurance Company,CR,A,90,1924
UnitedHealthcare Insurance Company,CR,A,91,1924
UnitedHealthcare Insurance Company,CR,A,92,1924
UnitedHealthcare Insurance Company,CR,A,93,1924
UnitedHealthcare Insurance Company,CR,A,94,1924
UnitedHealthcare Insurance Company,CR,A,95,1924
UnitedHealthcare Insurance Company,CR,A,96,1924
UnitedHealthcare Insurance Company,CR,A,97,1924
UnitedHealthcare Insurance Company,CR,A,98,1924
UnitedHealthcare Insurance Company,CR,A,99+,1924
UnitedHealthcare Insurance Company,CR,B,> 65,4908
UnitedHealthcare Insurance Company,CR,B,65,1653
UnitedHealthcare Insurance Company,CR,B,66,1731
UnitedHealthcare Insurance Company,CR,B,67,1808
UnitedHealthcare Insurance Company,CR,B,68,1886
UnitedHealthcare Insurance Company,CR,B,69,1963
UnitedHealthcare Insurance Company,CR,B,70,2040
UnitedHealthcare Insurance Company,CR,B,71,2118
UnitedHealthcare Insurance Company,CR,B,72,2196
UnitedHealthcare Insurance Company,CR,B,73,2273
UnitedHealthcare Insurance Company,CR,B,74,2350
UnitedHealthcare Insurance Company,CR,B,75,2841
UnitedHealthcare Insurance Company,CR,B,76,2841
UnitedHealthcare Insurance Company,CR,B,77,2841
UnitedHealthcare Insurance Company,CR,B,78,2841
UnitedHealthcare Insurance Company,CR,B,79,2841
UnitedHealthcare Insurance Company,CR,B,80,2841
UnitedHealthcare Insurance Company,CR,B,81,2841
UnitedHealthcare Insurance Company,CR,B,82,2841
UnitedHealthcare Insurance Company,CR,B,83,2841
UnitedHealthcare Insurance Company,CR,B,84,2841
UnitedHealthcare Insurance Company,CR,B,85,2841
UnitedHealthcare Insurance Company,CR,B,86,2841
UnitedHealthcare Insurance Company,CR,B,87,2841
UnitedHealthcare Insurance Company,CR,B,88,2841
UnitedHealthcare Insurance Company,CR,B,89,2841
UnitedHealthcare Insurance Company,CR,B,90,2841
UnitedHealthcare Insurance Company,CR,B,91,2841
UnitedHealthcare Insurance Company,CR,B,92,2841
UnitedHealthcare Insurance Company,CR,B,93,2841
UnitedHealthcare Insurance Company,CR,B,94,2841
UnitedHealthcare Insurance Company,CR,B,95,2841
UnitedHealthcare Insurance Company,CR,B,96,2841
UnitedHealthcare Insurance Company,CR,B,97,2841
UnitedHealthcare Insurance Company,CR,B,98,2841
UnitedHealthcare Insurance Company,CR,B,99+,2841
UnitedHealthcare Insurance Company,CR,C,> 65,5859
UnitedHealthcare Insurance Company,CR,C,65,1974
UnitedHealthcare Insurance Company,CR,C,66,2066
UnitedHealthcare Insurance Company,CR,C,67,2159
UnitedHealthcare Insurance Company,CR,C,68,2251
UnitedHealthcare Insurance Company,CR,C,69,2344
UnitedHealthcare Insurance Company,CR,C,70,2436
UnitedHealthcare Insurance Company,CR,C,71,2529
UnitedHealthcare Insurance Company,CR,C,72,2621
UnitedHealthcare Insurance Company,CR,C,73,2714
UnitedHealthcare Insurance Company,CR,C,74,2806
UnitedHealthcare Insurance Company,CR,C,75,3392
UnitedHealthcare Insurance Company,CR,C,76,3392
UnitedHealthcare Insurance Company,CR,C,77,3392
UnitedHealthcare Insurance Company,CR,C,78,3392
UnitedHealthcare Insurance Company,CR,C,79,3392
UnitedHealthcare Insurance Company,CR,C,80,3392
UnitedHealthcare Insurance Company,CR,C,81,3392
UnitedHealthcare Insurance Company,CR,C,82,3392
UnitedHealthcare Insurance Company,CR,C,83,3392
UnitedHealthcare Insurance Company,CR,C,84,3392
UnitedHealthcare Insurance Company,CR,C,85,3392
UnitedHealthcare Insurance Company,CR,C,86,3392
UnitedHealthcare Insurance Company,CR,C,87,3392
UnitedHealthcare Insurance Company,CR,C,88,3392
UnitedHealthcare Insurance Company,CR,C,89,3392
UnitedHealthcare Insurance Company,CR,C,90,3392
UnitedHealthcare Insurance Company,CR,C,91,3392
UnitedHealthcare Insurance Company,CR,C,92,3392
UnitedHealthcare Insurance Company,CR,C,93,3392
UnitedHealthcare Insurance Company,CR,C,94,3392
UnitedHealthcare Insurance Company,CR,C,95,3392
UnitedHealthcare Insurance Company,CR,C,96,3392
UnitedHealthcare Insurance Company,CR,C,97,3392
UnitedHealthcare Insurance Company,CR,C,98,3392
UnitedHealthcare Insurance Company,CR,C,99+,3392
UnitedHealthcare Insurance Company,NA,D,> 65,NA
UnitedHealthcare Insurance Company,NA,D,65,NA
UnitedHealthcare Insurance Company,NA,D,66,NA
UnitedHealthcare Insurance Company,NA,D,67,NA
UnitedHealthcare Insurance Company,NA,D,68,NA
UnitedHealthcare Insurance Company,NA,D,69,NA
UnitedHealthcare Insurance Company,NA,D,70,NA
UnitedHealthcare Insurance Company,NA,D,71,NA
UnitedHealthcare Insurance Company,NA,D,72,NA
UnitedHealthcare Insurance Company,NA,D,73,NA
UnitedHealthcare Insurance Company,NA,D,74,NA
UnitedHealthcare Insurance Company,NA,D,75,NA
UnitedHealthcare Insurance Company,NA,D,76,NA
UnitedHealthcare Insurance Company,NA,D,77,NA
UnitedHealthcare Insurance Company,NA,D,78,NA
UnitedHealthcare Insurance Company,NA,D,79,NA
UnitedHealthcare Insurance Company,NA,D,80,NA
UnitedHealthcare Insurance Company,NA,D,81,NA
UnitedHealthcare Insurance Company,NA,D,82,NA
UnitedHealthcare Insurance Company,NA,D,83,NA
UnitedHealthcare Insurance Company,NA,D,84,NA
UnitedHealthcare Insurance Company,NA,D,85,NA
UnitedHealthcare Insurance Company,NA,D,86,NA
UnitedHealthcare Insurance Company,NA,D,87,NA
UnitedHealthcare Insurance Company,NA,D,88,NA
UnitedHealthcare Insurance Company,NA,D,89,NA
UnitedHealthcare Insurance Company,NA,D,90,NA
UnitedHealthcare Insurance Company,NA,D,91,NA
UnitedHealthcare Insurance Company,NA,D,92,NA
UnitedHealthcare Insurance Company,NA,D,93,NA
UnitedHealthcare Insurance Company,NA,D,94,NA
UnitedHealthcare Insurance Company,NA,D,95,NA
UnitedHealthcare Insurance Company,NA,D,96,NA
UnitedHealthcare Insurance Company,NA,D,97,NA
UnitedHealthcare Insurance Company,NA,D,98,NA
UnitedHealthcare Insurance Company,NA,D,99+,NA
UnitedHealthcare Insurance Company,CR,F,> 65,5895
UnitedHealthcare Insurance Company,CR,F,65,1985
UnitedHealthcare Insurance Company,CR,F,66,2078
UnitedHealthcare Insurance Company,CR,F,67,2171
UnitedHealthcare Insurance Company,CR,F,68,2264
UnitedHealthcare Insurance Company,CR,F,69,2358
UnitedHealthcare Insurance Company,CR,F,70,2451
UnitedHealthcare Insurance Company,CR,F,71,2544
UnitedHealthcare Insurance Company,CR,F,72,2637
UnitedHealthcare Insurance Company,CR,F,73,2730
UnitedHealthcare Insurance Company,CR,F,74,2823
UnitedHealthcare Insurance Company,CR,F,75,3412
UnitedHealthcare Insurance Company,CR,F,76,3412
UnitedHealthcare Insurance Company,CR,F,77,3412
UnitedHealthcare Insurance Company,CR,F,78,3412
UnitedHealthcare Insurance Company,CR,F,79,3412
UnitedHealthcare Insurance Company,CR,F,80,3412
UnitedHealthcare Insurance Company,CR,F,81,3412
UnitedHealthcare Insurance Company,CR,F,82,3412
UnitedHealthcare Insurance Company,CR,F,83,3412
UnitedHealthcare Insurance Company,CR,F,84,3412
